,.metric,.estimator,mean,n,std_err,.config,model,penalty,mixture,mtry,trees,min_n
225,kap,binary,0.009930967,5,0.004447794,Preprocessor1_Model31,Logistic regression(Tuned),0.001,1,NA,NA,NA
226,roc_auc,binary,0.571259325,5,0.007235352,Preprocessor1_Model31,Logistic regression(Tuned),0.001,1,NA,NA,NA
227,sens,binary,0.998439694,5,0.000818046,Preprocessor1_Model31,Logistic regression(Tuned),0.001,1,NA,NA,NA
228,spec,binary,0.008578521,5,0.003829337,Preprocessor1_Model31,Logistic regression(Tuned),0.001,1,NA,NA,NA
229,accuracy,binary,0.714779219,5,0.000229818,Preprocessor1_Model32,Logistic regression(Tuned),0.01,1,NA,NA,NA
230,f_meas,binary,0.833539366,5,9.91E-05,Preprocessor1_Model32,Logistic regression(Tuned),0.01,1,NA,NA,NA
231,kap,binary,0.003111208,5,0.001454362,Preprocessor1_Model32,Logistic regression(Tuned),0.01,1,NA,NA,NA
232,roc_auc,binary,0.569122121,5,0.007859865,Preprocessor1_Model32,Logistic regression(Tuned),0.01,1,NA,NA,NA
233,sens,binary,0.999843994,5,0.000156006,Preprocessor1_Model32,Logistic regression(Tuned),0.01,1,NA,NA,NA
234,spec,binary,0.002339181,5,0.001136638,Preprocessor1_Model32,Logistic regression(Tuned),0.01,1,NA,NA,NA
235,accuracy,binary,0.714222054,5,6.37E-05,Preprocessor1_Model33,Logistic regression(Tuned),0.1,1,NA,NA,NA
236,f_meas,binary,0.833290001,5,4.34E-05,Preprocessor1_Model33,Logistic regression(Tuned),0.1,1,NA,NA,NA
237,kap,binary,0,5,0,Preprocessor1_Model33,Logistic regression(Tuned),0.1,1,NA,NA,NA
238,roc_auc,binary,0.5,5,0,Preprocessor1_Model33,Logistic regression(Tuned),0.1,1,NA,NA,NA
239,sens,binary,1,5,0,Preprocessor1_Model33,Logistic regression(Tuned),0.1,1,NA,NA,NA
240,spec,binary,0,5,0,Preprocessor1_Model33,Logistic regression(Tuned),0.1,1,NA,NA,NA
241,accuracy,binary,0.714222054,5,6.37E-05,Preprocessor1_Model34,Logistic regression(Tuned),1,1,NA,NA,NA
242,f_meas,binary,0.833290001,5,4.34E-05,Preprocessor1_Model34,Logistic regression(Tuned),1,1,NA,NA,NA
243,kap,binary,0,5,0,Preprocessor1_Model34,Logistic regression(Tuned),1,1,NA,NA,NA
244,roc_auc,binary,0.5,5,0,Preprocessor1_Model34,Logistic regression(Tuned),1,1,NA,NA,NA
245,sens,binary,1,5,0,Preprocessor1_Model34,Logistic regression(Tuned),1,1,NA,NA,NA
246,spec,binary,0,5,0,Preprocessor1_Model34,Logistic regression(Tuned),1,1,NA,NA,NA
247,accuracy,binary,0.714222054,5,6.37E-05,Preprocessor1_Model35,Logistic regression(Tuned),10,1,NA,NA,NA
248,f_meas,binary,0.833290001,5,4.34E-05,Preprocessor1_Model35,Logistic regression(Tuned),10,1,NA,NA,NA
249,kap,binary,0,5,0,Preprocessor1_Model35,Logistic regression(Tuned),10,1,NA,NA,NA
250,roc_auc,binary,0.5,5,0,Preprocessor1_Model35,Logistic regression(Tuned),10,1,NA,NA,NA
251,sens,binary,1,5,0,Preprocessor1_Model35,Logistic regression(Tuned),10,1,NA,NA,NA
252,spec,binary,0,5,0,Preprocessor1_Model35,Logistic regression(Tuned),10,1,NA,NA,NA
253,accuracy,binary,0.706963788,1,NA,Preprocessor1_Model01,Random Forest(Tuned),NA,NA,1,639,12
254,f_meas,binary,0.824900133,1,NA,Preprocessor1_Model01,Random Forest(Tuned),NA,NA,1,639,12
255,kap,binary,0.033575169,1,NA,Preprocessor1_Model01,Random Forest(Tuned),NA,NA,1,639,12
256,roc_auc,binary,0.615318414,1,NA,Preprocessor1_Model01,Random Forest(Tuned),NA,NA,1,639,12
257,sens,binary,0.966458658,1,NA,Preprocessor1_Model01,Random Forest(Tuned),NA,NA,1,639,12
258,spec,binary,0.058479532,1,NA,Preprocessor1_Model01,Random Forest(Tuned),NA,NA,1,639,12
259,accuracy,binary,0.706963788,1,NA,Preprocessor1_Model02,Random Forest(Tuned),NA,NA,2,375,14
260,f_meas,binary,0.823608317,1,NA,Preprocessor1_Model02,Random Forest(Tuned),NA,NA,2,375,14
261,kap,binary,0.050025657,1,NA,Preprocessor1_Model02,Random Forest(Tuned),NA,NA,2,375,14
262,roc_auc,binary,0.615973762,1,NA,Preprocessor1_Model02,Random Forest(Tuned),NA,NA,2,375,14
263,sens,binary,0.957878315,1,NA,Preprocessor1_Model02,Random Forest(Tuned),NA,NA,2,375,14
264,spec,binary,0.079922027,1,NA,Preprocessor1_Model02,Random Forest(Tuned),NA,NA,2,375,14
265,accuracy,binary,0.706963788,1,NA,Preprocessor1_Model03,Random Forest(Tuned),NA,NA,3,1289,32
266,f_meas,binary,0.8245497,1,NA,Preprocessor1_Model03,Random Forest(Tuned),NA,NA,3,1289,32
267,kap,binary,0.038117903,1,NA,Preprocessor1_Model03,Random Forest(Tuned),NA,NA,3,1289,32
268,roc_auc,binary,0.62218208,1,NA,Preprocessor1_Model03,Random Forest(Tuned),NA,NA,3,1289,32
269,sens,binary,0.964118565,1,NA,Preprocessor1_Model03,Random Forest(Tuned),NA,NA,3,1289,32
270,spec,binary,0.064327485,1,NA,Preprocessor1_Model03,Random Forest(Tuned),NA,NA,3,1289,32
271,accuracy,binary,0.708635097,1,NA,Preprocessor1_Model04,Random Forest(Tuned),NA,NA,3,1261,28
272,f_meas,binary,0.825375626,1,NA,Preprocessor1_Model04,Random Forest(Tuned),NA,NA,3,1261,28
273,kap,binary,0.045846449,1,NA,Preprocessor1_Model04,Random Forest(Tuned),NA,NA,3,1261,28
274,roc_auc,binary,0.620982383,1,NA,Preprocessor1_Model04,Random Forest(Tuned),NA,NA,3,1261,28
275,sens,binary,0.964118565,1,NA,Preprocessor1_Model04,Random Forest(Tuned),NA,NA,3,1261,28
276,spec,binary,0.070175439,1,NA,Preprocessor1_Model04,Random Forest(Tuned),NA,NA,3,1261,28
277,accuracy,binary,0.708635097,1,NA,Preprocessor1_Model05,Random Forest(Tuned),NA,NA,2,885,38
278,f_meas,binary,0.826648989,1,NA,Preprocessor1_Model05,Random Forest(Tuned),NA,NA,2,885,38
279,kap,binary,0.02915277,1,NA,Preprocessor1_Model05,Random Forest(Tuned),NA,NA,2,885,38
280,roc_auc,binary,0.624727445,1,NA,Preprocessor1_Model05,Random Forest(Tuned),NA,NA,2,885,38
281,sens,binary,0.972698908,1,NA,Preprocessor1_Model05,Random Forest(Tuned),NA,NA,2,885,38
282,spec,binary,0.048732943,1,NA,Preprocessor1_Model05,Random Forest(Tuned),NA,NA,2,885,38
283,accuracy,binary,0.698050139,1,NA,Preprocessor1_Model06,Random Forest(Tuned),NA,NA,5,719,10
284,f_meas,binary,0.815520762,1,NA,Preprocessor1_Model06,Random Forest(Tuned),NA,NA,5,719,10
285,kap,binary,0.053356634,1,NA,Preprocessor1_Model06,Random Forest(Tuned),NA,NA,5,719,10
286,roc_auc,binary,0.608269243,1,NA,Preprocessor1_Model06,Random Forest(Tuned),NA,NA,5,719,10
287,sens,binary,0.934477379,1,NA,Preprocessor1_Model06,Random Forest(Tuned),NA,NA,5,719,10
288,spec,binary,0.107212476,1,NA,Preprocessor1_Model06,Random Forest(Tuned),NA,NA,5,719,10
289,accuracy,binary,0.706963788,1,NA,Preprocessor1_Model07,Random Forest(Tuned),NA,NA,4,1024,35
290,f_meas,binary,0.824432577,1,NA,Preprocessor1_Model07,Random Forest(Tuned),NA,NA,4,1024,35
291,kap,binary,0.039622672,1,NA,Preprocessor1_Model07,Random Forest(Tuned),NA,NA,4,1024,35
292,roc_auc,binary,0.620021409,1,NA,Preprocessor1_Model07,Random Forest(Tuned),NA,NA,4,1024,35
293,sens,binary,0.963338534,1,NA,Preprocessor1_Model07,Random Forest(Tuned),NA,NA,4,1024,35
294,spec,binary,0.066276803,1,NA,Preprocessor1_Model07,Random Forest(Tuned),NA,NA,4,1024,35
295,accuracy,binary,0.705292479,1,NA,Preprocessor1_Model08,Random Forest(Tuned),NA,NA,3,1590,25
296,f_meas,binary,0.823017732,1,NA,Preprocessor1_Model08,Random Forest(Tuned),NA,NA,3,1590,25
297,kap,binary,0.03940488,1,NA,Preprocessor1_Model08,Random Forest(Tuned),NA,NA,3,1590,25
298,roc_auc,binary,0.621242394,1,NA,Preprocessor1_Model08,Random Forest(Tuned),NA,NA,3,1590,25
299,sens,binary,0.959438378,1,NA,Preprocessor1_Model08,Random Forest(Tuned),NA,NA,3,1590,25
300,spec,binary,0.070175439,1,NA,Preprocessor1_Model08,Random Forest(Tuned),NA,NA,3,1590,25
301,accuracy,binary,0.708077994,1,NA,Preprocessor1_Model09,Random Forest(Tuned),NA,NA,1,453,30
302,f_meas,binary,0.826948481,1,NA,Preprocessor1_Model09,Random Forest(Tuned),NA,NA,1,453,30
303,kap,binary,0.018712259,1,NA,Preprocessor1_Model09,Random Forest(Tuned),NA,NA,1,453,30
304,roc_auc,binary,0.619252022,1,NA,Preprocessor1_Model09,Random Forest(Tuned),NA,NA,1,453,30
305,sens,binary,0.976599064,1,NA,Preprocessor1_Model09,Random Forest(Tuned),NA,NA,1,453,30
306,spec,binary,0.037037037,1,NA,Preprocessor1_Model09,Random Forest(Tuned),NA,NA,1,453,30
307,accuracy,binary,0.705849582,1,NA,Preprocessor1_Model10,Random Forest(Tuned),NA,NA,2,1468,14
308,f_meas,binary,0.822461332,1,NA,Preprocessor1_Model10,Random Forest(Tuned),NA,NA,2,1468,14
309,kap,binary,0.052279804,1,NA,Preprocessor1_Model10,Random Forest(Tuned),NA,NA,2,1468,14
310,roc_auc,binary,0.618128351,1,NA,Preprocessor1_Model10,Random Forest(Tuned),NA,NA,2,1468,14
311,sens,binary,0.953978159,1,NA,Preprocessor1_Model10,Random Forest(Tuned),NA,NA,2,1468,14
312,spec,binary,0.085769981,1,NA,Preprocessor1_Model10,Random Forest(Tuned),NA,NA,2,1468,14
313,accuracy,binary,0.706963788,1,NA,Preprocessor1_Model11,Random Forest(Tuned),NA,NA,3,216,22
314,f_meas,binary,0.82337139,1,NA,Preprocessor1_Model11,Random Forest(Tuned),NA,NA,3,216,22
315,kap,binary,0.052956671,1,NA,Preprocessor1_Model11,Random Forest(Tuned),NA,NA,3,216,22
316,roc_auc,binary,0.620836412,1,NA,Preprocessor1_Model11,Random Forest(Tuned),NA,NA,3,216,22
317,sens,binary,0.956318253,1,NA,Preprocessor1_Model11,Random Forest(Tuned),NA,NA,3,216,22
318,spec,binary,0.083820663,1,NA,Preprocessor1_Model11,Random Forest(Tuned),NA,NA,3,216,22
319,accuracy,binary,0.702506964,1,NA,Preprocessor1_Model12,Random Forest(Tuned),NA,NA,4,1429,17
320,f_meas,binary,0.82020202,1,NA,Preprocessor1_Model12,Random Forest(Tuned),NA,NA,4,1429,17
321,kap,binary,0.044449407,1,NA,Preprocessor1_Model12,Random Forest(Tuned),NA,NA,4,1429,17
322,roc_auc,binary,0.615589068,1,NA,Preprocessor1_Model12,Random Forest(Tuned),NA,NA,4,1429,17
323,sens,binary,0.950078003,1,NA,Preprocessor1_Model12,Random Forest(Tuned),NA,NA,4,1429,17
324,spec,binary,0.083820663,1,NA,Preprocessor1_Model12,Random Forest(Tuned),NA,NA,4,1429,17
325,accuracy,binary,0.701392758,1,NA,Preprocessor1_Model13,Random Forest(Tuned),NA,NA,2,270,17
326,f_meas,binary,0.819892473,1,NA,Preprocessor1_Model13,Random Forest(Tuned),NA,NA,2,270,17
327,kap,binary,0.036438512,1,NA,Preprocessor1_Model13,Random Forest(Tuned),NA,NA,2,270,17
328,roc_auc,binary,0.620251009,1,NA,Preprocessor1_Model13,Random Forest(Tuned),NA,NA,2,270,17
329,sens,binary,0.951638066,1,NA,Preprocessor1_Model13,Random Forest(Tuned),NA,NA,2,270,17
330,spec,binary,0.076023392,1,NA,Preprocessor1_Model13,Random Forest(Tuned),NA,NA,2,270,17
331,accuracy,binary,0.706406685,1,NA,Preprocessor1_Model14,Random Forest(Tuned),NA,NA,3,483,36
332,f_meas,binary,0.824274758,1,NA,Preprocessor1_Model14,Random Forest(Tuned),NA,NA,3,483,36
333,kap,binary,0.035533642,1,NA,Preprocessor1_Model14,Random Forest(Tuned),NA,NA,3,483,36
334,roc_auc,binary,0.621593636,1,NA,Preprocessor1_Model14,Random Forest(Tuned),NA,NA,3,483,36
335,sens,binary,0.964118565,1,NA,Preprocessor1_Model14,Random Forest(Tuned),NA,NA,3,483,36
336,spec,binary,0.062378168,1,NA,Preprocessor1_Model14,Random Forest(Tuned),NA,NA,3,483,36
337,accuracy,binary,0.68913649,1,NA,Preprocessor1_Model15,Random Forest(Tuned),NA,NA,4,1867,3
338,f_meas,binary,0.809686221,1,NA,Preprocessor1_Model15,Random Forest(Tuned),NA,NA,4,1867,3
339,kap,binary,0.029767325,1,NA,Preprocessor1_Model15,Random Forest(Tuned),NA,NA,4,1867,3
340,roc_auc,binary,0.610103761,1,NA,Preprocessor1_Model15,Random Forest(Tuned),NA,NA,4,1867,3
341,sens,binary,0.925897036,1,NA,Preprocessor1_Model15,Random Forest(Tuned),NA,NA,4,1867,3
342,spec,binary,0.097465887,1,NA,Preprocessor1_Model15,Random Forest(Tuned),NA,NA,4,1867,3
343,accuracy,binary,0.696935933,1,NA,Preprocessor1_Model16,Random Forest(Tuned),NA,NA,2,1179,7
344,f_meas,binary,0.816340311,1,NA,Preprocessor1_Model16,Random Forest(Tuned),NA,NA,2,1179,7
345,kap,binary,0.032488829,1,NA,Preprocessor1_Model16,Random Forest(Tuned),NA,NA,2,1179,7
346,roc_auc,binary,0.610861744,1,NA,Preprocessor1_Model16,Random Forest(Tuned),NA,NA,2,1179,7
347,sens,binary,0.943057722,1,NA,Preprocessor1_Model16,Random Forest(Tuned),NA,NA,2,1179,7
348,spec,binary,0.081871345,1,NA,Preprocessor1_Model16,Random Forest(Tuned),NA,NA,2,1179,7
349,accuracy,binary,0.707520891,1,NA,Preprocessor1_Model17,Random Forest(Tuned),NA,NA,5,1923,40
350,f_meas,binary,0.824824825,1,NA,Preprocessor1_Model17,Random Forest(Tuned),NA,NA,5,1923,40
351,kap,binary,0.040698118,1,NA,Preprocessor1_Model17,Random Forest(Tuned),NA,NA,5,1923,40
352,roc_auc,binary,0.623203876,1,NA,Preprocessor1_Model17,Random Forest(Tuned),NA,NA,5,1923,40
353,sens,binary,0.964118565,1,NA,Preprocessor1_Model17,Random Forest(Tuned),NA,NA,5,1923,40
354,spec,binary,0.066276803,1,NA,Preprocessor1_Model17,Random Forest(Tuned),NA,NA,5,1923,40
355,accuracy,binary,0.692479109,1,NA,Preprocessor1_Model18,Random Forest(Tuned),NA,NA,4,1687,6
356,f_meas,binary,0.812117086,1,NA,Preprocessor1_Model18,Random Forest(Tuned),NA,NA,4,1687,6
357,kap,binary,0.035890889,1,NA,Preprocessor1_Model18,Random Forest(Tuned),NA,NA,4,1687,6
358,roc_auc,binary,0.613088559,1,NA,Preprocessor1_Model18,Random Forest(Tuned),NA,NA,4,1687,6
359,sens,binary,0.930577223,1,NA,Preprocessor1_Model18,Random Forest(Tuned),NA,NA,4,1687,6
360,spec,binary,0.097465887,1,NA,Preprocessor1_Model18,Random Forest(Tuned),NA,NA,4,1687,6
361,accuracy,binary,0.705292479,1,NA,Preprocessor1_Model19,Random Forest(Tuned),NA,NA,3,1084,29
362,f_meas,binary,0.823372287,1,NA,Preprocessor1_Model19,Random Forest(Tuned),NA,NA,3,1084,29
363,kap,binary,0.034900136,1,NA,Preprocessor1_Model19,Random Forest(Tuned),NA,NA,3,1084,29
364,roc_auc,binary,0.621368597,1,NA,Preprocessor1_Model19,Random Forest(Tuned),NA,NA,3,1084,29
365,sens,binary,0.961778471,1,NA,Preprocessor1_Model19,Random Forest(Tuned),NA,NA,3,1084,29
366,spec,binary,0.064327485,1,NA,Preprocessor1_Model19,Random Forest(Tuned),NA,NA,3,1084,29
367,accuracy,binary,0.694707521,1,NA,Preprocessor1_Model20,Random Forest(Tuned),NA,NA,5,1819,8
368,f_meas,binary,0.813096862,1,NA,Preprocessor1_Model20,Random Forest(Tuned),NA,NA,5,1819,8
369,kap,binary,0.047155007,1,NA,Preprocessor1_Model20,Random Forest(Tuned),NA,NA,5,1819,8
370,roc_auc,binary,0.610334121,1,NA,Preprocessor1_Model20,Random Forest(Tuned),NA,NA,5,1819,8
371,sens,binary,0.929797192,1,NA,Preprocessor1_Model20,Random Forest(Tuned),NA,NA,5,1819,8
372,spec,binary,0.107212476,1,NA,Preprocessor1_Model20,Random Forest(Tuned),NA,NA,5,1819,8
373,accuracy,binary,0.706406685,1,NA,Preprocessor1_Model21,Random Forest(Tuned),NA,NA,1,75,33
374,f_meas,binary,0.825438887,1,NA,Preprocessor1_Model21,Random Forest(Tuned),NA,NA,1,75,33
375,kap,binary,0.020169105,1,NA,Preprocessor1_Model21,Random Forest(Tuned),NA,NA,1,75,33
376,roc_auc,binary,0.618808027,1,NA,Preprocessor1_Model21,Random Forest(Tuned),NA,NA,1,75,33
377,sens,binary,0.971918877,1,NA,Preprocessor1_Model21,Random Forest(Tuned),NA,NA,1,75,33
378,spec,binary,0.04288499,1,NA,Preprocessor1_Model21,Random Forest(Tuned),NA,NA,1,75,33
379,accuracy,binary,0.704735376,1,NA,Preprocessor1_Model22,Random Forest(Tuned),NA,NA,2,795,19
380,f_meas,binary,0.822860963,1,NA,Preprocessor1_Model22,Random Forest(Tuned),NA,NA,2,795,19
381,kap,binary,0.03533766,1,NA,Preprocessor1_Model22,Random Forest(Tuned),NA,NA,2,795,19
382,roc_auc,binary,0.619659523,1,NA,Preprocessor1_Model22,Random Forest(Tuned),NA,NA,2,795,19
383,sens,binary,0.960218409,1,NA,Preprocessor1_Model22,Random Forest(Tuned),NA,NA,2,795,19
384,spec,binary,0.066276803,1,NA,Preprocessor1_Model22,Random Forest(Tuned),NA,NA,2,795,19
385,accuracy,binary,0.690250696,1,NA,Preprocessor1_Model23,Random Forest(Tuned),NA,NA,4,115,4
386,f_meas,binary,0.80919698,1,NA,Preprocessor1_Model23,Random Forest(Tuned),NA,NA,4,115,4
387,kap,binary,0.046035967,1,NA,Preprocessor1_Model23,Random Forest(Tuned),NA,NA,4,115,4
388,roc_auc,binary,0.608269243,1,NA,Preprocessor1_Model23,Random Forest(Tuned),NA,NA,4,115,4
389,sens,binary,0.919656786,1,NA,Preprocessor1_Model23,Random Forest(Tuned),NA,NA,4,115,4
390,spec,binary,0.116959064,1,NA,Preprocessor1_Model23,Random Forest(Tuned),NA,NA,4,115,4
391,accuracy,binary,0.705849582,1,NA,Preprocessor1_Model24,Random Forest(Tuned),NA,NA,4,1648,23
392,f_meas,binary,0.822699799,1,NA,Preprocessor1_Model24,Random Forest(Tuned),NA,NA,4,1648,23
393,kap,binary,0.049355745,1,NA,Preprocessor1_Model24,Random Forest(Tuned),NA,NA,4,1648,23
394,roc_auc,binary,0.618595153,1,NA,Preprocessor1_Model24,Random Forest(Tuned),NA,NA,4,1648,23
395,sens,binary,0.955538222,1,NA,Preprocessor1_Model24,Random Forest(Tuned),NA,NA,4,1648,23
396,spec,binary,0.081871345,1,NA,Preprocessor1_Model24,Random Forest(Tuned),NA,NA,4,1648,23
397,accuracy,binary,0.700835655,1,NA,Preprocessor1_Model25,Random Forest(Tuned),NA,NA,3,878,21
398,f_meas,binary,0.819738167,1,NA,Preprocessor1_Model25,Random Forest(Tuned),NA,NA,3,878,21
399,kap,binary,0.032405237,1,NA,Preprocessor1_Model25,Random Forest(Tuned),NA,NA,3,878,21
400,roc_auc,binary,0.61835491,1,NA,Preprocessor1_Model25,Random Forest(Tuned),NA,NA,3,878,21
401,sens,binary,0.952418097,1,NA,Preprocessor1_Model25,Random Forest(Tuned),NA,NA,3,878,21
402,spec,binary,0.072124756,1,NA,Preprocessor1_Model25,Random Forest(Tuned),NA,NA,3,878,21
403,accuracy,binary,0.70731466,5,0.003642807,Preprocessor1_Model1,XGBoost,NA,NA,NA,NA,NA
404,f_meas,binary,0.825263254,5,0.002527287,Preprocessor1_Model1,XGBoost,NA,NA,NA,NA,NA
405,kap,binary,0.032435721,5,0.009574467,Preprocessor1_Model1,XGBoost,NA,NA,NA,NA,NA
406,roc_auc,binary,0.598439138,5,0.009330251,Preprocessor1_Model1,XGBoost,NA,NA,NA,NA,NA
407,sens,binary,0.967855529,5,0.005352525,Preprocessor1_Model1,XGBoost,NA,NA,NA,NA,NA
408,spec,binary,0.056169286,5,0.00694912,Preprocessor1_Model1,XGBoost,NA,NA,NA,NA,NA
409,accuracy,binary,0.716005219,5,0.000789307,Preprocessor1_Model1,LDA(Tuned),,,,,
410,f_meas,binary,0.833855856,5,0.000329083,Preprocessor1_Model1,LDA(Tuned),,,,,
411,kap,binary,0.01343723,5,0.005168451,Preprocessor1_Model1,LDA(Tuned),,,,,
412,roc_auc,binary,0.570016628,5,0.006661482,Preprocessor1_Model1,LDA(Tuned),,,,,
413,sens,binary,0.997815547,5,0.000868513,Preprocessor1_Model1,LDA(Tuned),,,,,
414,spec,binary,0.011698952,5,0.004444462,Preprocessor1_Model1,LDA(Tuned),,,,,
415,accuracy,binary,0.716005219,5,0.000789307,Preprocessor1_Model1,LDA(Tuned),,,,,
416,f_meas,binary,0.833855856,5,0.000329083,Preprocessor1_Model1,LDA(Tuned),,,,,
417,kap,binary,0.01343723,5,0.005168451,Preprocessor1_Model1,LDA(Tuned),,,,,
418,roc_auc,binary,0.570016628,5,0.006661482,Preprocessor1_Model1,LDA(Tuned),,,,,
419,sens,binary,0.997815547,5,0.000868513,Preprocessor1_Model1,LDA(Tuned),,,,,
420,spec,binary,0.011698952,5,0.004444462,Preprocessor1_Model1,LDA(Tuned),,,,,
421,accuracy,binary,0.716005219,5,0.000789307,Preprocessor1_Model1,LDA(Tuned),,,,,
422,f_meas,binary,0.833855856,5,0.000329083,Preprocessor1_Model1,LDA(Tuned),,,,,
423,kap,binary,0.01343723,5,0.005168451,Preprocessor1_Model1,LDA(Tuned),,,,,
424,roc_auc,binary,0.570016628,5,0.006661482,Preprocessor1_Model1,LDA(Tuned),,,,,
425,sens,binary,0.997815547,5,0.000868513,Preprocessor1_Model1,LDA(Tuned),,,,,
426,spec,binary,0.011698952,5,0.004444462,Preprocessor1_Model1,LDA(Tuned),,,,,
427,accuracy,binary,0.716005219,5,0.000789307,Preprocessor1_Model1,LDA(Tuned),,,,,
428,f_meas,binary,0.833855856,5,0.000329083,Preprocessor1_Model1,LDA(Tuned),,,,,
429,kap,binary,0.01343723,5,0.005168451,Preprocessor1_Model1,LDA(Tuned),,,,,
430,roc_auc,binary,0.570016628,5,0.006661482,Preprocessor1_Model1,LDA(Tuned),,,,,
431,sens,binary,0.997815547,5,0.000868513,Preprocessor1_Model1,LDA(Tuned),,,,,
432,spec,binary,0.011698952,5,0.004444462,Preprocessor1_Model1,LDA(Tuned),,,,,
