"",".threshold","specificity","sensitivity","model"
"88",0.56089401348857,0.0183307332293292,0.993913857677903,"Logistic regression"
"89",0.561334670854882,0.0187207488299532,0.993913857677903,"Logistic regression"
"90",0.561567301271309,0.0187207488299532,0.993757802746567,"Logistic regression"
"91",0.562683433554717,0.0191107644305772,0.993757802746567,"Logistic regression"
"92",0.564087421960466,0.0195007800312012,0.993757802746567,"Logistic regression"
"93",0.564414701229709,0.0195007800312012,0.993601747815231,"Logistic regression"
"94",0.56452625308012,0.0195007800312012,0.993445692883895,"Logistic regression"
"95",0.564719531422981,0.0198907956318253,0.993445692883895,"Logistic regression"
"96",0.567149143733156,0.0198907956318253,0.993289637952559,"Logistic regression"
"97",0.568163064820027,0.0202808112324493,0.993289637952559,"Logistic regression"
"98",0.568256393528751,0.0206708268330733,0.993289637952559,"Logistic regression"
"99",0.569193907773815,0.0206708268330733,0.993133583021223,"Logistic regression"
"100",0.569721272918243,0.0206708268330733,0.992977528089888,"Logistic regression"
"101",0.570260164156214,0.0206708268330733,0.992821473158552,"Logistic regression"
"102",0.571255871555261,0.0206708268330733,0.992665418227216,"Logistic regression"
"103",0.571479316562422,0.0210608424336973,0.992665418227216,"Logistic regression"
"104",0.571565898447621,0.0210608424336973,0.99250936329588,"Logistic regression"
"105",0.572813503334045,0.0210608424336973,0.992353308364544,"Logistic regression"
"106",0.572975802064943,0.0210608424336973,0.992197253433209,"Logistic regression"
"107",0.573794514137481,0.0210608424336973,0.992041198501873,"Logistic regression"
"108",0.573817687382837,0.0210608424336973,0.991885143570537,"Logistic regression"
"109",0.573913114921199,0.0210608424336973,0.991729088639201,"Logistic regression"
"110",0.573972386283822,0.0210608424336973,0.991573033707865,"Logistic regression"
"111",0.574203123206573,0.0214508580343214,0.991573033707865,"Logistic regression"
"112",0.574300712903258,0.0218408736349454,0.991573033707865,"Logistic regression"
"113",0.574584158198465,0.0222308892355694,0.991573033707865,"Logistic regression"
"114",0.574821625818631,0.0222308892355694,0.991416978776529,"Logistic regression"
"115",0.575283739349748,0.0222308892355694,0.991260923845193,"Logistic regression"
"116",0.57657159444061,0.0222308892355694,0.991104868913858,"Logistic regression"
"117",0.57709810182859,0.0222308892355694,0.990948813982522,"Logistic regression"
"118",0.577623511090518,0.0222308892355694,0.990792759051186,"Logistic regression"
"119",0.57810522346483,0.0222308892355694,0.99063670411985,"Logistic regression"
"120",0.578254518775154,0.0222308892355694,0.990480649188514,"Logistic regression"
"121",0.578463527539109,0.0226209048361934,0.990480649188514,"Logistic regression"
"122",0.578694306409012,0.0226209048361934,0.990324594257179,"Logistic regression"
"123",0.579384592267913,0.0230109204368175,0.990324594257179,"Logistic regression"
"124",0.579607500544348,0.0230109204368175,0.990168539325843,"Logistic regression"
"125",0.58027141570378,0.0230109204368175,0.990012484394507,"Logistic regression"
"126",0.580354661491821,0.0234009360374415,0.990012484394507,"Logistic regression"
"127",0.58089835767008,0.0237909516380655,0.990012484394507,"Logistic regression"
"128",0.580959684525357,0.0241809672386895,0.990012484394507,"Logistic regression"
"129",0.580963372075254,0.0245709828393136,0.990012484394507,"Logistic regression"
"130",0.581303952908341,0.0249609984399376,0.990012484394507,"Logistic regression"
"131",0.582258204180328,0.0249609984399376,0.989856429463171,"Logistic regression"
"132",0.583010426109801,0.0253510140405616,0.989856429463171,"Logistic regression"
"133",0.583193108718942,0.0253510140405616,0.989700374531835,"Logistic regression"
"134",0.583785738365707,0.0253510140405616,0.989544319600499,"Logistic regression"
"135",0.583856223278719,0.0257410296411856,0.989544319600499,"Logistic regression"
"136",0.584173185754441,0.0257410296411856,0.989388264669164,"Logistic regression"
"137",0.584848719272692,0.0257410296411856,0.989232209737828,"Logistic regression"
"138",0.584900215407431,0.0261310452418097,0.989232209737828,"Logistic regression"
"139",0.585255224874691,0.0265210608424337,0.989232209737828,"Logistic regression"
"140",0.586022325209359,0.0265210608424337,0.989076154806492,"Logistic regression"
"141",0.586161599485423,0.0269110764430577,0.989076154806492,"Logistic regression"
"142",0.586253296508488,0.0269110764430577,0.988920099875156,"Logistic regression"
"143",0.586500193046806,0.0273010920436817,0.988920099875156,"Logistic regression"
"144",0.586581045894097,0.0273010920436817,0.98876404494382,"Logistic regression"
"145",0.586639509227645,0.0276911076443058,0.98876404494382,"Logistic regression"
"146",0.587322849282186,0.0280811232449298,0.98876404494382,"Logistic regression"
"147",0.587355334511218,0.0280811232449298,0.988607990012484,"Logistic regression"
"148",0.587563760469521,0.0284711388455538,0.988607990012484,"Logistic regression"
"149",0.588620823970253,0.0284711388455538,0.988451935081149,"Logistic regression"
"150",0.588849663787936,0.0288611544461778,0.988451935081149,"Logistic regression"
"151",0.588907823362385,0.0288611544461778,0.988295880149813,"Logistic regression"
"152",0.588941032827859,0.0288611544461778,0.988139825218477,"Logistic regression"
"153",0.589836143964743,0.0292511700468019,0.988139825218477,"Logistic regression"
"154",0.590680468208927,0.0296411856474259,0.988139825218477,"Logistic regression"
"155",0.590794507660119,0.0296411856474259,0.987983770287141,"Logistic regression"
"156",0.591046459155387,0.0296411856474259,0.987827715355805,"Logistic regression"
"157",0.591063729329868,0.0300312012480499,0.987827715355805,"Logistic regression"
"158",0.591160593975772,0.0304212168486739,0.987827715355805,"Logistic regression"
"159",0.591522523429018,0.0304212168486739,0.987671660424469,"Logistic regression"
"160",0.591840363830169,0.030811232449298,0.987671660424469,"Logistic regression"
"161",0.591905611899357,0.030811232449298,0.987515605493134,"Logistic regression"
"162",0.592279297447374,0.030811232449298,0.987359550561798,"Logistic regression"
"163",0.592457205102079,0.031201248049922,0.987359550561798,"Logistic regression"
"164",0.592939990781076,0.031201248049922,0.987203495630462,"Logistic regression"
"165",0.593381116890773,0.031591263650546,0.987203495630462,"Logistic regression"
"166",0.593590468111759,0.03198127925117,0.987203495630462,"Logistic regression"
"167",0.594114811659466,0.03198127925117,0.987047440699126,"Logistic regression"
"168",0.594197660111078,0.0323712948517941,0.987047440699126,"Logistic regression"
"169",0.594337633023701,0.0323712948517941,0.98689138576779,"Logistic regression"
"170",0.595424762242755,0.0327613104524181,0.98689138576779,"Logistic regression"
"171",0.595428625067021,0.0331513260530421,0.98689138576779,"Logistic regression"
"172",0.595489609075733,0.0331513260530421,0.986735330836454,"Logistic regression"
"173",0.59614941247692,0.0331513260530421,0.986579275905119,"Logistic regression"
"174",0.596570107170387,0.0331513260530421,0.986423220973783,"Logistic regression"
"175",0.596685990981196,0.0331513260530421,0.986267166042447,"Logistic regression"
"176",0.596792147304595,0.0331513260530421,0.986111111111111,"Logistic regression"
"177",0.597814475143727,0.0331513260530421,0.985955056179775,"Logistic regression"
"178",0.597990732313372,0.0331513260530421,0.985799001248439,"Logistic regression"
"179",0.598492784640781,0.0331513260530421,0.985642946317104,"Logistic regression"
"180",0.598554623088322,0.0331513260530421,0.985486891385768,"Logistic regression"
"181",0.598865524635813,0.0335413416536661,0.985486891385768,"Logistic regression"
"182",0.599102736049117,0.0335413416536661,0.985330836454432,"Logistic regression"
"183",0.599489175921416,0.0339313572542902,0.985330836454432,"Logistic regression"
"184",0.599551233771059,0.0343213728549142,0.985330836454432,"Logistic regression"
"185",0.599924716957079,0.0343213728549142,0.985174781523096,"Logistic regression"
"186",0.600283079419102,0.0347113884555382,0.985174781523096,"Logistic regression"
"187",0.600657817612536,0.0351014040561622,0.985174781523096,"Logistic regression"
"188",0.600959927053041,0.0351014040561622,0.98501872659176,"Logistic regression"
"189",0.601327616137413,0.0351014040561622,0.984862671660425,"Logistic regression"
"190",0.601606796847571,0.0351014040561622,0.984706616729089,"Logistic regression"
"191",0.601613831247888,0.0354914196567863,0.984706616729089,"Logistic regression"
"192",0.601840737485757,0.0358814352574103,0.984706616729089,"Logistic regression"
"193",0.602205364619284,0.0358814352574103,0.984550561797753,"Logistic regression"
"194",0.602306395439381,0.0358814352574103,0.984394506866417,"Logistic regression"
"195",0.602312851292569,0.0358814352574103,0.984238451935081,"Logistic regression"
"196",0.602682809614301,0.0362714508580343,0.984238451935081,"Logistic regression"
"197",0.602755094998657,0.0362714508580343,0.984082397003745,"Logistic regression"
"198",0.603340972141696,0.0362714508580343,0.983926342072409,"Logistic regression"
"199",0.603719040122277,0.0366614664586583,0.983926342072409,"Logistic regression"
"200",0.603721216004239,0.0366614664586583,0.983770287141074,"Logistic regression"
"201",0.604005196902179,0.0366614664586583,0.983614232209738,"Logistic regression"
"202",0.60430559843705,0.0366614664586583,0.983458177278402,"Logistic regression"
"203",0.604612839279674,0.0370514820592824,0.983458177278402,"Logistic regression"
"204",0.60464915044646,0.0370514820592824,0.983302122347066,"Logistic regression"
"205",0.604719765350282,0.0370514820592824,0.98314606741573,"Logistic regression"
"206",0.60504128644006,0.0374414976599064,0.98314606741573,"Logistic regression"
"207",0.605141993394414,0.0378315132605304,0.98314606741573,"Logistic regression"
"208",0.605262035461133,0.0382215288611544,0.98314606741573,"Logistic regression"
"209",0.605394975837085,0.0382215288611544,0.982990012484395,"Logistic regression"
"210",0.605468047576935,0.0382215288611544,0.982833957553059,"Logistic regression"
"211",0.605557524347536,0.0382215288611544,0.982677902621723,"Logistic regression"
"212",0.605636872392644,0.0386115444617785,0.982677902621723,"Logistic regression"
"213",0.605702967787102,0.0390015600624025,0.982677902621723,"Logistic regression"
"214",0.605942481899682,0.0393915756630265,0.982677902621723,"Logistic regression"
"215",0.606246027640291,0.0393915756630265,0.982521847690387,"Logistic regression"
"216",0.60675658172039,0.0397815912636505,0.982521847690387,"Logistic regression"
"217",0.606889103073191,0.0397815912636505,0.982365792759051,"Logistic regression"
"218",0.606972500814054,0.0401716068642746,0.982365792759051,"Logistic regression"
"219",0.607305189916592,0.0401716068642746,0.982209737827715,"Logistic regression"
"220",0.607747454600338,0.0401716068642746,0.98205368289638,"Logistic regression"
"221",0.6077594769787,0.0401716068642746,0.981897627965044,"Logistic regression"
"222",0.608402725854118,0.0405616224648986,0.981897627965044,"Logistic regression"
"223",0.608453148823958,0.0405616224648986,0.981741573033708,"Logistic regression"
"224",0.609077670014424,0.0409516380655226,0.981741573033708,"Logistic regression"
"225",0.609157149749411,0.0413416536661466,0.981741573033708,"Logistic regression"
"226",0.609524305324442,0.0417316692667707,0.981741573033708,"Logistic regression"
"227",0.609665599062106,0.0417316692667707,0.981585518102372,"Logistic regression"
"228",0.609919946208922,0.0421216848673947,0.981585518102372,"Logistic regression"
"229",0.610063040520994,0.0421216848673947,0.981429463171036,"Logistic regression"
"230",0.610115802136621,0.0425117004680187,0.981429463171036,"Logistic regression"
"231",0.610760304782971,0.0425117004680187,0.9812734082397,"Logistic regression"
"232",0.610878142269046,0.0429017160686427,0.9812734082397,"Logistic regression"
"233",0.610936915212709,0.0432917316692668,0.9812734082397,"Logistic regression"
"234",0.611068234562913,0.0436817472698908,0.9812734082397,"Logistic regression"
"235",0.611179882722288,0.0436817472698908,0.981117353308365,"Logistic regression"
"236",0.611514447390877,0.0436817472698908,0.980961298377029,"Logistic regression"
"237",0.611634898641504,0.0440717628705148,0.980961298377029,"Logistic regression"
"238",0.611685363561418,0.0440717628705148,0.980805243445693,"Logistic regression"
"239",0.611760557244429,0.0444617784711388,0.980805243445693,"Logistic regression"
"240",0.611981727808962,0.0444617784711388,0.980649188514357,"Logistic regression"
"241",0.611998588116502,0.0448517940717629,0.980649188514357,"Logistic regression"
"242",0.612891032172685,0.0448517940717629,0.980493133583021,"Logistic regression"
"243",0.613336599687025,0.0452418096723869,0.980493133583021,"Logistic regression"
"244",0.613354199938531,0.0456318252730109,0.980493133583021,"Logistic regression"
"245",0.61363304437792,0.0460218408736349,0.980493133583021,"Logistic regression"
"246",0.613787075928122,0.0460218408736349,0.980337078651685,"Logistic regression"
"247",0.613857645699556,0.0460218408736349,0.98018102372035,"Logistic regression"
"248",0.613899726316807,0.046411856474259,0.98018102372035,"Logistic regression"
"249",0.613927873232658,0.046411856474259,0.980024968789014,"Logistic regression"
"250",0.614329584227738,0.046801872074883,0.980024968789014,"Logistic regression"
"251",0.614436014307195,0.046801872074883,0.979868913857678,"Logistic regression"
"252",0.614528974794734,0.047191887675507,0.979868913857678,"Logistic regression"
"253",0.61501077628135,0.047581903276131,0.979868913857678,"Logistic regression"
"254",0.61501327589927,0.047581903276131,0.979712858926342,"Logistic regression"
"255",0.615173237813629,0.0479719188767551,0.979712858926342,"Logistic regression"
"256",0.615705717545503,0.0479719188767551,0.979556803995006,"Logistic regression"
"257",0.615868886441917,0.0479719188767551,0.97940074906367,"Logistic regression"
"258",0.616440503591018,0.0483619344773791,0.97940074906367,"Logistic regression"
"259",0.616965118944498,0.0487519500780031,0.97940074906367,"Logistic regression"
"260",0.61701838365017,0.0487519500780031,0.979244694132335,"Logistic regression"
"261",0.617154807313491,0.0487519500780031,0.979088639200999,"Logistic regression"
"262",0.617341963087893,0.0487519500780031,0.978932584269663,"Logistic regression"
"263",0.617484395474003,0.0491419656786271,0.978932584269663,"Logistic regression"
"264",0.617661175288308,0.0491419656786271,0.978776529338327,"Logistic regression"
"265",0.61768989697062,0.0491419656786271,0.978620474406991,"Logistic regression"
"266",0.618098226191501,0.0491419656786271,0.978464419475655,"Logistic regression"
"267",0.618206740321493,0.0495319812792512,0.978464419475655,"Logistic regression"
"268",0.61827943691358,0.0495319812792512,0.97830836454432,"Logistic regression"
"269",0.618400575514546,0.0495319812792512,0.978152309612984,"Logistic regression"
"270",0.618424262913367,0.0495319812792512,0.977996254681648,"Logistic regression"
"271",0.618483575221294,0.0495319812792512,0.977840199750312,"Logistic regression"
"272",0.61868229255902,0.0495319812792512,0.977684144818976,"Logistic regression"
"273",0.61888657403277,0.0495319812792512,0.97752808988764,"Logistic regression"
"274",0.619299939898447,0.0495319812792512,0.977372034956305,"Logistic regression"
"275",0.61938716610219,0.0499219968798752,0.977372034956305,"Logistic regression"
"276",0.619568785499975,0.0499219968798752,0.977215980024969,"Logistic regression"
"277",0.619577600163973,0.0503120124804992,0.977215980024969,"Logistic regression"
"278",0.619600749118438,0.0503120124804992,0.977059925093633,"Logistic regression"
"279",0.619618768867717,0.0503120124804992,0.976903870162297,"Logistic regression"
"280",0.619661820317891,0.0503120124804992,0.976747815230961,"Logistic regression"
"281",0.619689484397778,0.0507020280811232,0.976747815230961,"Logistic regression"
"282",0.619695120627682,0.0510920436817473,0.976747815230961,"Logistic regression"
"283",0.619742222728926,0.0514820592823713,0.976747815230961,"Logistic regression"
"284",0.619784445207778,0.0518720748829953,0.976747815230961,"Logistic regression"
"285",0.619814719351454,0.0518720748829953,0.976591760299625,"Logistic regression"
"286",0.619861349073033,0.0518720748829953,0.97643570536829,"Logistic regression"
"287",0.619909562762441,0.0522620904836193,0.97643570536829,"Logistic regression"
"288",0.619916724361776,0.0522620904836193,0.976279650436954,"Logistic regression"
"289",0.620195981009988,0.0522620904836193,0.976123595505618,"Logistic regression"
"290",0.620366813995836,0.0522620904836193,0.975967540574282,"Logistic regression"
"291",0.620448227108809,0.0522620904836193,0.975811485642946,"Logistic regression"
"292",0.620583061638166,0.0522620904836193,0.975655430711611,"Logistic regression"
"293",0.620588439630425,0.0526521060842434,0.975655430711611,"Logistic regression"
"294",0.620914546344072,0.0526521060842434,0.975499375780275,"Logistic regression"
"295",0.621399078010454,0.0526521060842434,0.975343320848939,"Logistic regression"
"296",0.621709408754389,0.0530421216848674,0.975343320848939,"Logistic regression"
"297",0.621919669393526,0.0530421216848674,0.975187265917603,"Logistic regression"
"298",0.622204061708054,0.0534321372854914,0.975187265917603,"Logistic regression"
"299",0.622323424954312,0.0538221528861154,0.975187265917603,"Logistic regression"
"300",0.622459292912806,0.0542121684867395,0.975187265917603,"Logistic regression"
"301",0.622480470808551,0.0546021840873635,0.975187265917603,"Logistic regression"
"302",0.622731377859346,0.0549921996879875,0.975187265917603,"Logistic regression"
"303",0.622837305697928,0.0549921996879875,0.975031210986267,"Logistic regression"
"304",0.622890815208532,0.0553822152886115,0.975031210986267,"Logistic regression"
"305",0.62297264923791,0.0557722308892356,0.975031210986267,"Logistic regression"
"306",0.6229926537819,0.0561622464898596,0.975031210986267,"Logistic regression"
"307",0.623128092081909,0.0565522620904836,0.975031210986267,"Logistic regression"
"308",0.623488830543666,0.0565522620904836,0.974875156054931,"Logistic regression"
"309",0.623508855244271,0.0565522620904836,0.974719101123595,"Logistic regression"
"310",0.623523070882628,0.0565522620904836,0.97456304619226,"Logistic regression"
"311",0.623759888425831,0.0565522620904836,0.974406991260924,"Logistic regression"
"312",0.623823056990559,0.0565522620904836,0.974250936329588,"Logistic regression"
"313",0.623892989573833,0.0569422776911076,0.974250936329588,"Logistic regression"
"314",0.623898275988602,0.0573322932917317,0.974250936329588,"Logistic regression"
"315",0.623928138171041,0.0577223088923557,0.974250936329588,"Logistic regression"
"316",0.623981744815777,0.0581123244929797,0.974250936329588,"Logistic regression"
"317",0.624165266895321,0.0585023400936037,0.974250936329588,"Logistic regression"
"318",0.624329228689728,0.0585023400936037,0.974094881398252,"Logistic regression"
"319",0.624453981859227,0.0585023400936037,0.973938826466916,"Logistic regression"
"320",0.624454290203724,0.0585023400936037,0.973782771535581,"Logistic regression"
"321",0.624667695530752,0.0588923556942278,0.973782771535581,"Logistic regression"
"322",0.624691336699043,0.0592823712948518,0.973782771535581,"Logistic regression"
"323",0.624863948586837,0.0592823712948518,0.973626716604245,"Logistic regression"
"324",0.624983128104201,0.0596723868954758,0.973626716604245,"Logistic regression"
"325",0.625279000164856,0.0596723868954758,0.973470661672909,"Logistic regression"
"326",0.625729793354225,0.0596723868954758,0.973314606741573,"Logistic regression"
"327",0.625819671745923,0.0596723868954758,0.973158551810237,"Logistic regression"
"328",0.626100597196308,0.0596723868954758,0.973002496878901,"Logistic regression"
"329",0.626104127256117,0.0596723868954758,0.972846441947566,"Logistic regression"
"330",0.626392134666398,0.0600624024960998,0.972846441947566,"Logistic regression"
"331",0.626395552843944,0.0600624024960998,0.97269038701623,"Logistic regression"
"332",0.626419679156227,0.0600624024960998,0.972534332084894,"Logistic regression"
"333",0.626630579139149,0.0600624024960998,0.972378277153558,"Logistic regression"
"334",0.6266824754975,0.0604524180967239,0.972378277153558,"Logistic regression"
"335",0.6273291142753,0.0604524180967239,0.972222222222222,"Logistic regression"
"336",0.627366356267312,0.0604524180967239,0.972066167290886,"Logistic regression"
"337",0.627501103423238,0.0604524180967239,0.971910112359551,"Logistic regression"
"338",0.627515443474186,0.0608424336973479,0.971910112359551,"Logistic regression"
"339",0.627578888716122,0.0608424336973479,0.971754057428215,"Logistic regression"
"340",0.627630638636862,0.0608424336973479,0.971598002496879,"Logistic regression"
"341",0.627716477858638,0.0608424336973479,0.971441947565543,"Logistic regression"
"342",0.62779234642032,0.0612324492979719,0.971441947565543,"Logistic regression"
"343",0.627862427849995,0.0616224648985959,0.971441947565543,"Logistic regression"
"344",0.628087983622488,0.06201248049922,0.971441947565543,"Logistic regression"
"345",0.628178045693712,0.06201248049922,0.971285892634207,"Logistic regression"
"346",0.628243012222756,0.062402496099844,0.971285892634207,"Logistic regression"
"347",0.628246411370667,0.062402496099844,0.971129837702871,"Logistic regression"
"348",0.62837372894037,0.062402496099844,0.970973782771536,"Logistic regression"
"349",0.62841109075972,0.062792511700468,0.970973782771536,"Logistic regression"
"350",0.628649478318446,0.063182527301092,0.970973782771536,"Logistic regression"
"351",0.628728216190846,0.063182527301092,0.9708177278402,"Logistic regression"
"352",0.628766558069707,0.0635725429017161,0.9708177278402,"Logistic regression"
"353",0.628775066254038,0.0639625585023401,0.9708177278402,"Logistic regression"
"354",0.628933784301412,0.0643525741029641,0.9708177278402,"Logistic regression"
"355",0.629126428001763,0.0643525741029641,0.970661672908864,"Logistic regression"
"356",0.629146778182454,0.0643525741029641,0.970505617977528,"Logistic regression"
"357",0.629217955556988,0.0643525741029641,0.970349563046192,"Logistic regression"
"358",0.629286069950966,0.0647425897035881,0.970349563046192,"Logistic regression"
"359",0.629366550602787,0.0651326053042122,0.970349563046192,"Logistic regression"
"360",0.629580357353199,0.0651326053042122,0.970193508114856,"Logistic regression"
"361",0.629962676284455,0.0651326053042122,0.970037453183521,"Logistic regression"
"362",0.63005041364049,0.0651326053042122,0.969881398252185,"Logistic regression"
"363",0.630075266304679,0.0655226209048362,0.969881398252185,"Logistic regression"
"364",0.630123688226995,0.0655226209048362,0.969725343320849,"Logistic regression"
"365",0.630234675939447,0.0655226209048362,0.969569288389513,"Logistic regression"
"366",0.630347621680118,0.0655226209048362,0.969413233458177,"Logistic regression"
"367",0.630382269843634,0.0655226209048362,0.969257178526841,"Logistic regression"
"368",0.630627931393855,0.0655226209048362,0.969101123595506,"Logistic regression"
"369",0.630710021005137,0.0659126365054602,0.969101123595506,"Logistic regression"
"370",0.630731579697519,0.0663026521060842,0.969101123595506,"Logistic regression"
"371",0.630752104205889,0.0666926677067083,0.969101123595506,"Logistic regression"
"372",0.630886050724721,0.0666926677067083,0.96894506866417,"Logistic regression"
"373",0.630886778165522,0.0666926677067083,0.968789013732834,"Logistic regression"
"374",0.630992132610404,0.0670826833073323,0.968789013732834,"Logistic regression"
"375",0.631013635668858,0.0670826833073323,0.968632958801498,"Logistic regression"
"376",0.631058395658354,0.0674726989079563,0.968632958801498,"Logistic regression"
"377",0.631124987088898,0.0674726989079563,0.968476903870162,"Logistic regression"
"378",0.631255168655243,0.0674726989079563,0.968320848938826,"Logistic regression"
