"",".threshold","recall","precision","model"
"182",0.848003809438215,0.023876404494382,0.845303867403315,"Logistic regression"
"183",0.848001329829896,0.0240324594257179,0.846153846153846,"Logistic regression"
"184",0.847816151222407,0.0241885143570537,0.846994535519126,"Logistic regression"
"185",0.847294475617513,0.0243445692883895,0.847826086956522,"Logistic regression"
"186",0.847102627822711,0.0245006242197253,0.848648648648649,"Logistic regression"
"187",0.847032525459131,0.0246566791510612,0.849462365591398,"Logistic regression"
"188",0.846911966858072,0.024812734082397,0.850267379679144,"Logistic regression"
"189",0.846904882565444,0.0249687890137328,0.851063829787234,"Logistic regression"
"190",0.846869306572867,0.0251248439450687,0.851851851851852,"Logistic regression"
"191",0.846821439084905,0.0252808988764045,0.852631578947368,"Logistic regression"
"192",0.846587693002496,0.0254369538077403,0.853403141361257,"Logistic regression"
"193",0.84655629494873,0.0254369538077403,0.848958333333333,"Logistic regression"
"194",0.846376397019398,0.0255930087390762,0.849740932642487,"Logistic regression"
"195",0.846128630264303,0.025749063670412,0.850515463917526,"Logistic regression"
"196",0.846103975369214,0.0259051186017478,0.851282051282051,"Logistic regression"
"197",0.845872426588962,0.0260611735330836,0.852040816326531,"Logistic regression"
"198",0.845633869184801,0.0262172284644195,0.852791878172589,"Logistic regression"
"199",0.845595586596989,0.0263732833957553,0.853535353535353,"Logistic regression"
"200",0.845536870078028,0.0265293383270911,0.85427135678392,"Logistic regression"
"201",0.845490727882598,0.026685393258427,0.855,"Logistic regression"
"202",0.845456605107697,0.0268414481897628,0.855721393034826,"Logistic regression"
"203",0.845180917869606,0.0269975031210986,0.856435643564356,"Logistic regression"
"204",0.845143862378132,0.0269975031210986,0.852216748768473,"Logistic regression"
"205",0.844877880685741,0.0271535580524345,0.852941176470588,"Logistic regression"
"206",0.844526693399881,0.0273096129837703,0.853658536585366,"Logistic regression"
"207",0.844523509982041,0.0274656679151061,0.854368932038835,"Logistic regression"
"208",0.844444827661367,0.0276217228464419,0.855072463768116,"Logistic regression"
"209",0.844410910260497,0.0277777777777778,0.855769230769231,"Logistic regression"
"210",0.844301526997576,0.0277777777777778,0.851674641148325,"Logistic regression"
"211",0.844065051775089,0.0279338327091136,0.852380952380952,"Logistic regression"
"212",0.844053210397666,0.0280898876404494,0.853080568720379,"Logistic regression"
"213",0.84400270650716,0.0280898876404494,0.849056603773585,"Logistic regression"
"214",0.84399785059242,0.0282459425717853,0.849765258215962,"Logistic regression"
"215",0.843821570134747,0.0284019975031211,0.850467289719626,"Logistic regression"
"216",0.843516787873574,0.0285580524344569,0.851162790697674,"Logistic regression"
"217",0.843433301451464,0.0287141073657928,0.851851851851852,"Logistic regression"
"218",0.843238848931561,0.0288701622971286,0.852534562211982,"Logistic regression"
"219",0.843199364803857,0.0290262172284644,0.853211009174312,"Logistic regression"
"220",0.843133886812152,0.0291822721598002,0.853881278538813,"Logistic regression"
"221",0.842961986080782,0.0293383270911361,0.854545454545454,"Logistic regression"
"222",0.842837919945798,0.0294943820224719,0.855203619909502,"Logistic regression"
"223",0.84274157315838,0.0296504369538077,0.855855855855856,"Logistic regression"
"224",0.842737820455503,0.0298064918851436,0.856502242152466,"Logistic regression"
"225",0.842719315050561,0.0299625468164794,0.857142857142857,"Logistic regression"
"226",0.842590358647095,0.0301186017478152,0.857777777777778,"Logistic regression"
"227",0.842558751829163,0.0302746566791511,0.858407079646018,"Logistic regression"
"228",0.842284752958358,0.0304307116104869,0.859030837004405,"Logistic regression"
"229",0.842043266480836,0.0305867665418227,0.859649122807018,"Logistic regression"
"230",0.841927688287738,0.0307428214731586,0.860262008733624,"Logistic regression"
"231",0.841909485967704,0.0308988764044944,0.860869565217391,"Logistic regression"
"232",0.841889968518667,0.0308988764044944,0.857142857142857,"Logistic regression"
"233",0.841726082760189,0.0310549313358302,0.857758620689655,"Logistic regression"
"234",0.84167384470428,0.031210986267166,0.858369098712446,"Logistic regression"
"235",0.841594193095515,0.0313670411985019,0.858974358974359,"Logistic regression"
"236",0.841522620789733,0.0315230961298377,0.859574468085106,"Logistic regression"
"237",0.841223814518729,0.0316791510611735,0.860169491525424,"Logistic regression"
"238",0.841203020661411,0.0318352059925094,0.860759493670886,"Logistic regression"
"239",0.841051538405337,0.0319912609238452,0.861344537815126,"Logistic regression"
"240",0.840586996276436,0.032147315855181,0.861924686192469,"Logistic regression"
"241",0.840501202704892,0.0323033707865169,0.8625,"Logistic regression"
"242",0.840397766854114,0.0324594257178527,0.863070539419087,"Logistic regression"
"243",0.840368058235643,0.0326154806491885,0.863636363636364,"Logistic regression"
"244",0.840304056434255,0.0327715355805243,0.864197530864197,"Logistic regression"
"245",0.840182968374835,0.0329275905118602,0.864754098360656,"Logistic regression"
"246",0.840163393510109,0.033083645443196,0.86530612244898,"Logistic regression"
"247",0.840143319472502,0.0332397003745318,0.865853658536585,"Logistic regression"
"248",0.840120648437739,0.0332397003745318,0.862348178137652,"Logistic regression"
"249",0.840093830986932,0.0333957553058677,0.862903225806452,"Logistic regression"
"250",0.839963348501836,0.0335518102372035,0.863453815261044,"Logistic regression"
"251",0.839610645398528,0.0335518102372035,0.86,"Logistic regression"
"252",0.839039900277627,0.0337078651685393,0.860557768924303,"Logistic regression"
"253",0.838675814658173,0.0338639200998752,0.861111111111111,"Logistic regression"
"254",0.838477355717467,0.034019975031211,0.861660079051383,"Logistic regression"
"255",0.838470139387277,0.0341760299625468,0.862204724409449,"Logistic regression"
"256",0.838191419989168,0.0343320848938826,0.862745098039216,"Logistic regression"
"257",0.838182465038098,0.0344881398252185,0.86328125,"Logistic regression"
"258",0.838155776094861,0.0346441947565543,0.863813229571984,"Logistic regression"
"259",0.83807599330493,0.0348002496878901,0.864341085271318,"Logistic regression"
"260",0.83803828024466,0.0348002496878901,0.861003861003861,"Logistic regression"
"261",0.837952194573336,0.034956304619226,0.861538461538462,"Logistic regression"
"262",0.837915450632004,0.0351123595505618,0.862068965517241,"Logistic regression"
"263",0.83789632674865,0.0352684144818976,0.862595419847328,"Logistic regression"
"264",0.837814623436568,0.0354244694132335,0.863117870722434,"Logistic regression"
"265",0.837684947314183,0.0355805243445693,0.863636363636364,"Logistic regression"
"266",0.837598635119669,0.0357365792759051,0.864150943396226,"Logistic regression"
"267",0.837590631501494,0.0358926342072409,0.864661654135338,"Logistic regression"
"268",0.837420435499885,0.0360486891385768,0.865168539325843,"Logistic regression"
"269",0.837384392514627,0.0362047440699126,0.865671641791045,"Logistic regression"
"270",0.837230004291952,0.0363607990012484,0.866171003717472,"Logistic regression"
"271",0.837122218838565,0.0365168539325843,0.866666666666667,"Logistic regression"
"272",0.836996640969333,0.0365168539325843,0.863468634686347,"Logistic regression"
"273",0.83699388678423,0.0366729088639201,0.863970588235294,"Logistic regression"
"274",0.836697571153226,0.0368289637952559,0.864468864468865,"Logistic regression"
"275",0.836640324625087,0.0369850187265918,0.864963503649635,"Logistic regression"
"276",0.836478469302224,0.0371410736579276,0.865454545454545,"Logistic regression"
"277",0.836272338846101,0.0372971285892634,0.865942028985507,"Logistic regression"
"278",0.836180463585319,0.0374531835205993,0.866425992779783,"Logistic regression"
"279",0.836033549102604,0.0376092384519351,0.866906474820144,"Logistic regression"
"280",0.836001310064686,0.0377652933832709,0.867383512544803,"Logistic regression"
"281",0.83593762042532,0.0379213483146067,0.867857142857143,"Logistic regression"
"282",0.835848588485564,0.0380774032459426,0.868327402135231,"Logistic regression"
"283",0.835791707183089,0.0382334581772784,0.868794326241135,"Logistic regression"
"284",0.83579120036097,0.0383895131086142,0.869257950530035,"Logistic regression"
"285",0.835746704564988,0.0383895131086142,0.866197183098592,"Logistic regression"
"286",0.835694988229069,0.0385455680399501,0.866666666666667,"Logistic regression"
"287",0.835666486869625,0.0387016229712859,0.867132867132867,"Logistic regression"
"288",0.835645810033766,0.0388576779026217,0.867595818815331,"Logistic regression"
"289",0.835591384286763,0.0390137328339576,0.868055555555556,"Logistic regression"
"290",0.835497449912474,0.0391697877652934,0.868512110726644,"Logistic regression"
"291",0.835461393604708,0.0391697877652934,0.86551724137931,"Logistic regression"
"292",0.835327136048205,0.0391697877652934,0.862542955326461,"Logistic regression"
"293",0.835232847859779,0.0393258426966292,0.863013698630137,"Logistic regression"
"294",0.834989050891519,0.0393258426966292,0.860068259385666,"Logistic regression"
"295",0.834678650510953,0.039481897627965,0.860544217687075,"Logistic regression"
"296",0.834625905628298,0.0396379525593009,0.861016949152542,"Logistic regression"
"297",0.834565653979473,0.0397940074906367,0.861486486486487,"Logistic regression"
"298",0.834537231504439,0.0399500624219725,0.861952861952862,"Logistic regression"
"299",0.834520021973913,0.0401061173533084,0.86241610738255,"Logistic regression"
"300",0.834515209503254,0.0402621722846442,0.862876254180602,"Logistic regression"
"301",0.834216636432658,0.04041822721598,0.863333333333333,"Logistic regression"
"302",0.834164777711941,0.0405742821473159,0.863787375415282,"Logistic regression"
"303",0.834099012352912,0.0405742821473159,0.860927152317881,"Logistic regression"
"304",0.834017028278894,0.0407303370786517,0.861386138613861,"Logistic regression"
"305",0.833859711312809,0.0407303370786517,0.858552631578947,"Logistic regression"
"306",0.833788560862783,0.0408863920099875,0.859016393442623,"Logistic regression"
"307",0.833731454955908,0.0410424469413233,0.859477124183007,"Logistic regression"
"308",0.833489019805203,0.0411985018726592,0.859934853420195,"Logistic regression"
"309",0.833340311622647,0.041354556803995,0.86038961038961,"Logistic regression"
"310",0.833275162756155,0.0415106117353308,0.86084142394822,"Logistic regression"
"311",0.833258413912165,0.0415106117353308,0.858064516129032,"Logistic regression"
"312",0.83325118462314,0.0415106117353308,0.855305466237942,"Logistic regression"
"313",0.83320627331673,0.0416666666666667,0.855769230769231,"Logistic regression"
"314",0.833201080531748,0.0416666666666667,0.853035143769968,"Logistic regression"
"315",0.833125024080356,0.0416666666666667,0.85031847133758,"Logistic regression"
"316",0.833092247312355,0.0418227215980025,0.850793650793651,"Logistic regression"
"317",0.83308729585366,0.0419787765293383,0.85126582278481,"Logistic regression"
"318",0.832925745699686,0.0419787765293383,0.848580441640379,"Logistic regression"
"319",0.832523265544816,0.0421348314606742,0.849056603773585,"Logistic regression"
"320",0.832353509850438,0.04229088639201,0.849529780564263,"Logistic regression"
"321",0.832274119080428,0.04229088639201,0.846875,"Logistic regression"
"322",0.831859887366984,0.0424469413233458,0.847352024922118,"Logistic regression"
"323",0.831842245534001,0.0426029962546816,0.847826086956522,"Logistic regression"
"324",0.831831157545178,0.0426029962546816,0.845201238390093,"Logistic regression"
"325",0.831768627574918,0.0427590511860175,0.845679012345679,"Logistic regression"
"326",0.831738811473334,0.0429151061173533,0.846153846153846,"Logistic regression"
"327",0.831517391045818,0.0429151061173533,0.843558282208589,"Logistic regression"
"328",0.831095061194352,0.0430711610486891,0.844036697247706,"Logistic regression"
"329",0.831015543001869,0.043227215980025,0.844512195121951,"Logistic regression"
"330",0.830960919455083,0.0433832709113608,0.844984802431611,"Logistic regression"
"331",0.830889254290384,0.0435393258426966,0.845454545454545,"Logistic regression"
"332",0.830843168165167,0.0436953807740325,0.845921450151057,"Logistic regression"
"333",0.830808822082711,0.0436953807740325,0.843373493975904,"Logistic regression"
"334",0.830799257938493,0.0438514357053683,0.843843843843844,"Logistic regression"
"335",0.830708727715803,0.0440074906367041,0.844311377245509,"Logistic regression"
"336",0.830708615815622,0.0441635455680399,0.844776119402985,"Logistic regression"
"337",0.830671604478127,0.0443196004993758,0.845238095238095,"Logistic regression"
"338",0.830481727473553,0.0444756554307116,0.845697329376855,"Logistic regression"
"339",0.830270638796788,0.0446317103620474,0.846153846153846,"Logistic regression"
"340",0.829984161073224,0.0447877652933833,0.846607669616519,"Logistic regression"
"341",0.829627646041022,0.0449438202247191,0.847058823529412,"Logistic regression"
"342",0.829524999288459,0.0450998751560549,0.847507331378299,"Logistic regression"
"343",0.82948983704734,0.0452559300873908,0.847953216374269,"Logistic regression"
"344",0.829337683721296,0.0454119850187266,0.848396501457726,"Logistic regression"
"345",0.829287454905796,0.0455680399500624,0.848837209302326,"Logistic regression"
"346",0.829108982245109,0.0457240948813983,0.849275362318841,"Logistic regression"
"347",0.829079818642291,0.0458801498127341,0.84971098265896,"Logistic regression"
"348",0.829040051004918,0.0460362047440699,0.85014409221902,"Logistic regression"
"349",0.828984030753264,0.0461922596754057,0.850574712643678,"Logistic regression"
"350",0.828931145808373,0.0463483146067416,0.851002865329513,"Logistic regression"
"351",0.828766866028354,0.0465043695380774,0.851428571428571,"Logistic regression"
"352",0.828591343616069,0.0466604244694132,0.851851851851852,"Logistic regression"
"353",0.828578973789077,0.0468164794007491,0.852272727272727,"Logistic regression"
"354",0.828526735584669,0.0469725343320849,0.852691218130312,"Logistic regression"
"355",0.828417505478812,0.0471285892634207,0.853107344632768,"Logistic regression"
"356",0.828353876756182,0.0472846441947566,0.853521126760563,"Logistic regression"
"357",0.828320929267541,0.0474406991260924,0.853932584269663,"Logistic regression"
"358",0.828300065047586,0.0474406991260924,0.851540616246499,"Logistic regression"
"359",0.828152347943236,0.0475967540574282,0.85195530726257,"Logistic regression"
"360",0.828084899330119,0.047752808988764,0.852367688022284,"Logistic regression"
"361",0.827724681689822,0.0479088639200999,0.852777777777778,"Logistic regression"
"362",0.82764853411534,0.0480649188514357,0.853185595567867,"Logistic regression"
"363",0.827642378884191,0.0480649188514357,0.850828729281768,"Logistic regression"
"364",0.82763168636868,0.0482209737827715,0.851239669421488,"Logistic regression"
"365",0.827598211915104,0.0483770287141074,0.851648351648352,"Logistic regression"
"366",0.827591603778976,0.0483770287141074,0.849315068493151,"Logistic regression"
"367",0.827572724266194,0.0485330836454432,0.849726775956284,"Logistic regression"
"368",0.827506637579572,0.048689138576779,0.850136239782016,"Logistic regression"
"369",0.827423495879807,0.048689138576779,0.847826086956522,"Logistic regression"
"370",0.827382507141785,0.0488451935081149,0.848238482384824,"Logistic regression"
"371",0.827298162318925,0.0490012484394507,0.848648648648649,"Logistic regression"
"372",0.827291357387093,0.0490012484394507,0.846361185983827,"Logistic regression"
"373",0.827265359534819,0.0490012484394507,0.844086021505376,"Logistic regression"
"374",0.827183370788461,0.0491573033707865,0.844504021447721,"Logistic regression"
"375",0.827098028263133,0.0493133583021223,0.844919786096257,"Logistic regression"
"376",0.827089319249313,0.0494694132334582,0.845333333333333,"Logistic regression"
"377",0.827017563688978,0.049625468164794,0.845744680851064,"Logistic regression"
"378",0.826964829727548,0.0497815230961298,0.846153846153846,"Logistic regression"
"379",0.826783108309041,0.0499375780274657,0.846560846560847,"Logistic regression"
"380",0.826750362188615,0.0500936329588015,0.846965699208443,"Logistic regression"
"381",0.826526948934292,0.0502496878901373,0.847368421052632,"Logistic regression"
